partido_nombre,candidato_nombre
PACTO HISTÓRICO QUINDÍO,MONICA PAOLA BOLIVAR FORERO
PACTO HISTÓRICO QUINDÍO,CRISTIAN DAVID GIRALDO QUIROZ
AHORA COLOMBIA,FRANCY YULI PEREZ MEDINA
AHORA COLOMBIA,MATEO CARDONA HURTADO
AHORA COLOMBIA,JOVAN ANDRES SANCHEZ LOPEZ
PARTIDO LIBERAL COLOMBIANO,SANDRA BIBIANA ARISTIZABAL SALEG
PARTIDO LIBERAL COLOMBIANO,LUISA FERNANDA LEON BETANCOURTH
PARTIDO LIBERAL COLOMBIANO,DANIEL MAURICIO RESTREPO IZQUIERDO
MOVIMIENTO SALVACIÓN NACIONAL,ANDRES FELIPE DUQUE RESTREPO
MOVIMIENTO SALVACIÓN NACIONAL,MARIA CAMILA GARCIA BIAGI
PACTO FRENTE AMPLIO,MARTHA ROSA BERRIO DURAN
PACTO FRENTE AMPLIO,CRISTIAN CAMILO VASQUEZ PATIÑO
PACTO FRENTE AMPLIO,CARLOS ANDRES GRACIA CADAVID
PARTIDO POLÍTICO OXÍGENO,ALVARO DIAZ RODRIGUEZ
COALICIÓN FUERZA CIUDADANA,SONNY ALBEIRO AREIZA SALDARRIAGA
COALICIÓN FUERZA CIUDADANA,JOSE ALFREDO BERNAL RIVERA
COALICIÓN FUERZA CIUDADANA,LAURA VANESSA RIVERA BAENA
PARTIDO POLÍTICO LA FUERZA,HECTOR FABER GIRALDO CASTAÑO
PARTIDO POLÍTICO LA FUERZA,INGRI ALEJANDRA LONDOÑO MOSQUERA
PARTIDO POLÍTICO LA FUERZA,DUILLYA ALZATE SANCHEZ
PARTIDO CAMBIO RADICAL,WELFRAN JUNIOR MENDOZA TORRES
PARTIDO CAMBIO RADICAL,SAMIR EDUARDO RADI CHEMAS
PARTIDO CAMBIO RADICAL,DORIS MARIA BOLIVAR EBRATT
PARTIDO CAMBIO RADICAL,ANDRES FELIPE CAMARGO GONZALEZ
PARTIDO CAMBIO RADICAL,ESTEFANEL GUTIERREZ PEREZ
PARTIDO CAMBIO RADICAL,DARLIN DE LA CONCEPCION GUERRERO RODRIGUEZ
PARTIDO CAMBIO RADICAL,YOLANDA HERRERA PEÑA
PACTO HISTÓRICO ATLÁNTICO,JAIME ARTURO SANTAMARIA ACOSTA
PACTO HISTÓRICO ATLÁNTICO,ANDREA CAMILA VARGAS DE LA HOZ
PACTO HISTÓRICO ATLÁNTICO,YEINER ANGULO GONZALEZ
PACTO HISTÓRICO ATLÁNTICO,NATALY ALBA ALVAREZ VERGARA
PACTO HISTÓRICO ATLÁNTICO,ELOY GUILLERMO SOTO RIVERO
PACTO HISTÓRICO ATLÁNTICO,CINDY CAROLINA VIDES POLO
PACTO HISTÓRICO ATLÁNTICO,TOMAS MANUEL RAMOS QUIROZ
PARTIDO LIBERAL COLOMBIANO,JEZMI LIZETH BARRAZA ARRAUT
PARTIDO LIBERAL COLOMBIANO,GUSTAVO ADOLFO DE LA ROSA BERDEJO
PARTIDO LIBERAL COLOMBIANO,LAUREANO MESINO SARMIENTO
PARTIDO LIBERAL COLOMBIANO,CESAR ANTONIO BARRERA VERGARA
PARTIDO LIBERAL COLOMBIANO,VERA LUZ PEREZ SOLANO
PARTIDO LIBERAL COLOMBIANO,VALERY PAOLA NAVARRO CANTILLO
PARTIDO LIBERAL COLOMBIANO,JENNIFER PATRIC MOLINA OSPINO
PARTIDO CONSERVADOR COLOMBIANO,JUAN CAMILO FUENTES PUMAREJO
PARTIDO CONSERVADOR COLOMBIANO,MAURO JOSE GARCIA GOMEZ
PARTIDO CONSERVADOR COLOMBIANO,IVAN DEVANNY DIAZ ROJAS
PARTIDO CONSERVADOR COLOMBIANO,DANIEL JOSE DANIES RASCH
PARTIDO CONSERVADOR COLOMBIANO,SHIRLEY DEL CARMEN DE LA HOZ AVILA
PARTIDO CONSERVADOR COLOMBIANO,MILAGRO JOELYS ROMERO GARCIA
PARTIDO CONSERVADOR COLOMBIANO,BETSY LILIANA DIAZ GONZALEZ
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,FAIRUZ VIOLET OSPINO VALDIRIS
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,LAUREANO AUGUSTO ACUÑA DIAZ
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,MAURICIO CASTRO GOMEZ
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,OSWALDO RAFAEL SIERRA OCHOA
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,KARYNA PATRICIA DE LA HOZ SIADO
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,ANA MARGARITA ANDRADE MEJIA
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,ESTILH OSCAR RAMOS GUTIERREZ
CENTRO DEMOCRÁTICO- NUEVO LIBERALISMO-MIRA,JUAN CARLOS RESTREPO HOYOS
CENTRO DEMOCRÁTICO- NUEVO LIBERALISMO-MIRA,MARIA DE LOS ANGELES ARDILA HERNANDEZ
CENTRO DEMOCRÁTICO- NUEVO LIBERALISMO-MIRA,CARLOS ALBERTO PEREZ MOLINA
CENTRO DEMOCRÁTICO- NUEVO LIBERALISMO-MIRA,VANESSA DIAZ CEPEDA
CENTRO DEMOCRÁTICO- NUEVO LIBERALISMO-MIRA,FELIPE DE JESUS ZAPATA DONADO
CENTRO DEMOCRÁTICO- NUEVO LIBERALISMO-MIRA,DANIEL SANTOS CARRILLO
CENTRO DEMOCRÁTICO- NUEVO LIBERALISMO-MIRA,ARIFA DEL SOCORRO RINCON RODRIGUEZ
MOVIMIENTO SALVACIÓN NACIONAL,ERWIN JESUS SAMPAYO CASTRO
MOVIMIENTO SALVACIÓN NACIONAL,LEIDY DEL PILAR RAMIREZ FIERRO
ALMA ATLÁNTICO,TANIA MARIA MOLINA FERNANDEZ
ALMA ATLÁNTICO,DORA MARIA MATOREL ROMERO
ALMA ATLÁNTICO,LUIS RICARDO RUEDA GOMEZ
ALMA ATLÁNTICO,CARLOS ARTURO BALANZO PADILLA
ALMA ATLÁNTICO,MARTHA ISABEL QUINTERO DE LA HOZ
ALMA ATLÁNTICO,ANA MILENA QUIROGA CABARCAS
COALICIÓN FUERZA CIUDADANA,GERMAN JOSE GOMEZ LOPEZ
COALICIÓN FUERZA CIUDADANA,YUDY ANILLO SANTIAGO
COALICIÓN FUERZA CIUDADANA,ALVARO MANUEL CORPAS PEDRIQUEZ
COALICIÓN FUERZA CIUDADANA,ARNULFO MANUEL ZAMBRANO MUNIVE
COALICIÓN FUERZA CIUDADANA,LAURA ISABEL JIMENEZ SALAS
COALICIÓN FUERZA CIUDADANA,JANETH MARIA HERNANDEZ DIAZ
COALICIÓN FUERZA CIUDADANA,FERNANDO AUGUSTO ARIAS BEDOYA
PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,NORMAN JAVIER ALARCON RODAS
PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,ELVIA DEL CARMEN ROSAS ESTRADA
PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,ASTRID EDICTA PERALTA MOLINA
PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,IVAN EDUARDO INSIGNARES ARANGO
PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,ALBERTO JOSE SANCHEZ OTERO
FRENTE AMPLIO UNITARIO,ANTONY LOZANO NIETO
FRENTE AMPLIO UNITARIO,JOSE MIGUEL VALDELAMAR BLANCO
FRENTE AMPLIO UNITARIO,DIANA LEONOR RAMOS
FRENTE AMPLIO UNITARIO,MARIA FERNANDA RODELO ZARCO
FRENTE AMPLIO UNITARIO,CRISTIAN RAFAEL SAAVEDRA CHAMORRO
"PARTIDO ALIANZA SOCIAL INDEPENDIENTE ""ASI""",MARIA DOLORES BOLIVAR MAURY
"PARTIDO ALIANZA SOCIAL INDEPENDIENTE ""ASI""",CONSUELO DE LOS DOLORES RESTREPO VIZCAINO
"PARTIDO ALIANZA SOCIAL INDEPENDIENTE ""ASI""",JOSE RAFAEL GUTIERREZ ORELLANO
"PARTIDO ALIANZA SOCIAL INDEPENDIENTE ""ASI""",JERSON KEINER FERNANDEZ SALGADO
PARTIDO POLÍTICO OXÍGENO,DANIEL PEREZ PIMIENTA
PARTIDO POLÍTICO OXÍGENO,CARLOS JUAN MAZA MARTELO
PARTIDO POLÍTICO OXÍGENO,GUSTAVO ALONSO PUERTA BENITEZ
PARTIDO POLÍTICO OXÍGENO,MILENA MARGARITA VARGAS FLOREZ
PARTIDO POLÍTICO OXÍGENO,YANETH MARIA JIMENEZ SOLANO
PR1MERO CÓRDOBA,JUAN DAVID RANGEL YANEZ
PR1MERO CÓRDOBA,HEIDY JOHANNA TORRES BECERRA
PR1MERO CÓRDOBA,MARTHA ISABEL RUIZ SOLERA
PR1MERO CÓRDOBA,OLGA MARIA LOPEZ MORALES
PR1MERO CÓRDOBA,SANDRA MILENA ANGULO CALDERON
PARTIDO CAMBIO RADICAL,JOSE LUIS ABDALLA OLIVERA
PARTIDO CAMBIO RADICAL,JUAN JOSE DURANGO HERNANDEZ
PARTIDO CAMBIO RADICAL,LUCIA PATRICIA TOUS DE LA OSSA
PARTIDO CAMBIO RADICAL,LAURA CAMILA MADRIGAL PRIMERA
PARTIDO CAMBIO RADICAL,JUAN GABRIEL GARCIA ORTEGA
PACTO HISTÓRICO CÓRDOBA,LUIS FERNANDO BALLESTEROS MEZA
PACTO HISTÓRICO CÓRDOBA,CLAUDIA LEONOR JIMENEZ MARTINEZ
PACTO HISTÓRICO CÓRDOBA,MIGUEL LEONARDO MARTIN PEÑA
PACTO HISTÓRICO CÓRDOBA,MARIA CLEMENCIA GARCIA SANCLEMENTE
PACTO HISTÓRICO CÓRDOBA,EZIO FERNANDO MONTES HOYOS
PARTIDO CONSERVADOR COLOMBIANO,NICOLAS ANTONIO BARGUIL CUBILLOS
PARTIDO CONSERVADOR COLOMBIANO,TILSON DE JESUS PATERNINA SAEZ
PARTIDO CONSERVADOR COLOMBIANO,SAMUEL ARMANDO HERRERA LOPEZ
PARTIDO CONSERVADOR COLOMBIANO,LADYS ESTELA NOBLE TORDECILLA
PARTIDO CONSERVADOR COLOMBIANO,MARIA JOSE MENDEZ OLEA
PARTIDO CENTRO DEMOCRÁTICO,FRAY LUIS MARTINEZ PATERNINA
PARTIDO CENTRO DEMOCRÁTICO,MICHELL ANDERSON MORALES ALMARIO
PARTIDO CENTRO DEMOCRÁTICO,SIRLEY TATIANA GOMEZ BUILES
ALMA,WILLIAM ALFONSO MARQUEZ LOPEZ
ALMA,PEDRO PABLO NIEVES PAREDES
ALMA,MARICELA GALVAN VASQUEZ
ALMA,CIRO RAFAEL SOLORZANO LOBO
ALMA,MILADIS MARIA BENITEZ CASTILLO
MOVIMIENTO SALVACIÓN NACIONAL,SARA INES CADENA QUINTERO
MOVIMIENTO SALVACIÓN NACIONAL,ALFREDO ENRIQUE BADILLO GUILLEN
MOVIMIENTO SALVACIÓN NACIONAL,CRISTOPHER SOLIS CONTRERAS RODRIGUEZ
COALICIÓN ALIANZA CÓRDOBA,DAMARIS MARIA RAMOS CORDERO
COALICIÓN ALIANZA CÓRDOBA,LINA MARCELA ESPITIA TORREGLOSA
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JHONN ALEXANDER MOLINA BETANCUR
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,BEATRIZ CASTAÑO FAJARDO
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,CRISTIAN PARRA CABRIA
PARTIDO CAMBIO RADICAL,NORELA RODRIGUEZ SANDOVAL
PARTIDO CAMBIO RADICAL,CARLOS ALBERTO CUENCA CHAUX
PARTIDO CAMBIO RADICAL,JORGE ALBERTO GAMEZ AGUILAR
PARTIDO LIBERAL COLOMBIANO,DIEGO ALEXANDER RODRIGUEZ SANCHEZ
PARTIDO LIBERAL COLOMBIANO,ADRIANA SELENA VARGAS GAITAN
PARTIDO LIBERAL COLOMBIANO,TOCAYO CARRIZOSA FALLA
PARTIDO POLÍTICO LA FUERZA,WAGNER ELIAN MARIN ROJAS
PARTIDO POLÍTICO LA FUERZA,ANGELICA ALBES LOPEZ
PARTIDO POLÍTICO LA FUERZA,LUIS ANTONIO RODRIGUEZ LOPEZ
PACTO HISTÓRICO GUAINIA,HEYNER RULLERY BAUTISTA LOPEZ
PACTO HISTÓRICO GUAINIA,DORIS NATALIA URIBE URRUTIA
PARTIDO CENTRO DEMOCRÁTICO,JUAN MANUEL BALLADARES ARIAS
PARTIDO CENTRO DEMOCRÁTICO,YENY MELO GAITAN
AHORA COLOMBIA,YAKELINE SOLORZANO GONZALEZ
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,MARIA FERNANDA CARRASCAL ROJAS
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,LAURA DANIELA BELTRAN PALOMARES
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,MARIA DEL MAR PIZARRO GARCIA
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,DANIEL MAURICIO MONROY HERNANDEZ
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,HERACLITO LANDINEZ SUAREZ
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,CLAUDIA TERESA ROMERO NADER
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,JAIRO LEON VARGAS
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,GABRIEL BECERRA YAÑEZ
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,ANDRES CAMILO RODRIGUEZ CASTILLO
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,SANDRA MIREYA NOSSA QUIROGA
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,JHON ALVARO FORERO HERRERA
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,MARIA ANGELICA PRADA URIBE
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,SEGUNDO CELIO NIEVES HERRERA
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,MARIA ALEJANDRA ROJAS ORDOÑEZ
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,MIGUEL ANGEL BARRIGA TALERO
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,JUAN DE JESUS HERNANDEZ
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,GUAYRA PUKA ARIAS FLORIAN
PARTIDO CENTRO DEMOCRÁTICO,DANIEL FELIPE BRICEÑO MONTES
PARTIDO CENTRO DEMOCRÁTICO,JOSE JAIME USCATEGUI PASTRANA
PARTIDO CENTRO DEMOCRÁTICO,NELLY PATRICIA MOSQUERA MURCIA
PARTIDO CENTRO DEMOCRÁTICO,DAVID GERARDO COTE RODRIGUEZ
PARTIDO CENTRO DEMOCRÁTICO,LUZ MARINA GORDILLO SALINAS
PARTIDO CENTRO DEMOCRÁTICO,JOSIAS FIESCO AGUDELO
PARTIDO CENTRO DEMOCRÁTICO,JESUS SALIM LORDUY MARTINEZ
PARTIDO CENTRO DEMOCRÁTICO,ANDERSON ALBEY ACOSTA TORRES
PARTIDO CENTRO DEMOCRÁTICO,SOFIA ARAUJO MEJIA
PARTIDO CENTRO DEMOCRÁTICO,HASSAN AMIN ABDUL NASSAR PEREZ
PARTIDO CENTRO DEMOCRÁTICO,GUSTAVO ALONSO NIÑO FURNIELES
PARTIDO CENTRO DEMOCRÁTICO,JUANITA SANIN HERNANDEZ
PARTIDO CENTRO DEMOCRÁTICO,CLAUDIA MARCELA GARCIA CIFUENTES
PARTIDO CENTRO DEMOCRÁTICO,GREGORIO GERMAN MARULANDA MARTINEZ
PARTIDO CENTRO DEMOCRÁTICO,ALVARO ALFONSO ALVAREZ ISAZA
PARTIDO CENTRO DEMOCRÁTICO,JORGE LUIS RODRIGUEZ CORTES
PARTIDO CENTRO DEMOCRÁTICO,ANGIE LORENA ESPINEL BARRERA
PARTIDO CENTRO DEMOCRÁTICO,FREDDY RODRIGO BUSTOS RODRIGUEZ
PARTIDO ALIANZA VERDE,CATHERINE JUVINAO CLAVIJO
PARTIDO ALIANZA VERDE,MAURICIO ANDRES TORO ORJUELA
PARTIDO ALIANZA VERDE,ANGELO GIOVANNY GRAVIER SANTANA
PARTIDO ALIANZA VERDE,ANDRES GUILLERMO PRECIADO PEDROZA
PARTIDO ALIANZA VERDE,FABIAN MAURICIO PEÑA CEDANO
PARTIDO ALIANZA VERDE,NATALIA PAOLA GOYENECHE VELANDIA
PARTIDO ALIANZA VERDE,JAVIER ORLANDO SUAREZ ALONSO
PARTIDO ALIANZA VERDE,DIEGO ANDRES GUERRERO SUPELANO
PARTIDO ALIANZA VERDE,EDNA YOHANNA BARRIOS GOMEZ
PARTIDO ALIANZA VERDE,CARLOS VLADIMIR RODRIGUEZ VALENCIA
PARTIDO ALIANZA VERDE,JUAN CARLOS TRIANA RUBIANO
PARTIDO ALIANZA VERDE,JOSEPH SWITER PLAZA PINILLA
PARTIDO ALIANZA VERDE,ESTEBAN ALEXANDER SALAZAR GIRALDO
PARTIDO ALIANZA VERDE,ELKIN ALFONSO CALVO MUNERA
PARTIDO ALIANZA VERDE,ALEX FERNANDO SIERRA FRANCO
PARTIDO ALIANZA VERDE,DIANA ANZOLA ANZOLA
PARTIDO ALIANZA VERDE,BLANCA INES RODRIGUEZ GRANADOS
PARTIDO ALIANZA VERDE,DORIS JOSEFINA ORJUELA PEÑA
MOVIMIENTO SALVACIÓN NACIONAL,CAROL STEFANNY BORDA ACEVEDO
MOVIMIENTO SALVACIÓN NACIONAL,JONATHAN STEVEN SILVA MOCETON
MOVIMIENTO SALVACIÓN NACIONAL,JAIRO ENRIQUE LADINO SANTAMARIA
MOVIMIENTO SALVACIÓN NACIONAL,RICHARD SOTO GELVES
MOVIMIENTO SALVACIÓN NACIONAL,HOSMAN YAITH MARTINEZ MORENO
MOVIMIENTO SALVACIÓN NACIONAL,JULIAN ESTEBAN CLAVIJO TORRES
MOVIMIENTO SALVACIÓN NACIONAL,NATALY ORTIZ SANABRIA
MOVIMIENTO SALVACIÓN NACIONAL,ALEJANDRO ENRIQUE ANGEL CORDOBA
MOVIMIENTO SALVACIÓN NACIONAL,JOSE ESTEBAN PACHECO OVIEDO
MOVIMIENTO SALVACIÓN NACIONAL,EFRAIN JAVIER SARMIENTO VILLAR
MOVIMIENTO SALVACIÓN NACIONAL,JIMMY ALBERTO RUIZ BELTRAN
MOVIMIENTO SALVACIÓN NACIONAL,ANDRES GERARDO VILLOTA GOMEZ
MOVIMIENTO SALVACIÓN NACIONAL,DEIDAD SAMAI CAMACHO URIBE
MOVIMIENTO SALVACIÓN NACIONAL,JORGE ORLANDO RUBIANO CARRANZA
MOVIMIENTO SALVACIÓN NACIONAL,KATERIN JULIETH ROMERO ARENAS
MOVIMIENTO SALVACIÓN NACIONAL,ALINA ESTEFANI ROCHA AVILES
MOVIMIENTO SALVACIÓN NACIONAL,JHON JAIRO JIMENEZ GARCIA
MOVIMIENTO SALVACIÓN NACIONAL,LUZ MERY CASAS LOPEZ
PARTIDO LIBERAL COLOMBIANO,BLEIDY DEL CARMEN PEREZ BALLESTAS
PARTIDO LIBERAL COLOMBIANO,HERCILIA LEONOR ESPINOSA DE LA OSSA
PARTIDO LIBERAL COLOMBIANO,PEDRO DAVID RUIZ LOPEZ
PARTIDO LIBERAL COLOMBIANO,CRISTIAN FABIAN JIMENEZ MARTINEZ
PARTIDO LIBERAL COLOMBIANO,JUAN FELIPE GRILLO CARRASCO
PARTIDO LIBERAL COLOMBIANO,JOSE BYRON LOAIZA MOLINA
PARTIDO LIBERAL COLOMBIANO,VICTOR ALFONSO MORALES SALCEDO
PARTIDO LIBERAL COLOMBIANO,MARIA CRISTINA CLAVIJO CANO
PARTIDO LIBERAL COLOMBIANO,JUAN CARLOS QUINONES PINZON
PARTIDO LIBERAL COLOMBIANO,MENFIS KARENA MOLANO ALVAREZ
PARTIDO LIBERAL COLOMBIANO,ANDRES PINILLA ROMERO
PARTIDO LIBERAL COLOMBIANO,JUAN PABLO CASTILLO CASTILLO
PARTIDO LIBERAL COLOMBIANO,LUIS FERNANDO ULLOA CASTRILLON
PARTIDO LIBERAL COLOMBIANO,CARLOS HERNANDO RUIZ ALDANA
PARTIDO LIBERAL COLOMBIANO,JUAN CARLOS CARDENAS CHACON
PARTIDO LIBERAL COLOMBIANO,SARA ELIANA NANESHKA RUIZ MORENO
PARTIDO LIBERAL COLOMBIANO,ANDERSON JOAQUIN SANCHEZ RUIZ
PARTIDO LIBERAL COLOMBIANO,ASTRID CAROLINA CAICEDO MARTINEZ
MIRA + DIGNIDAD Y COMPROMISO,IRMA LUZ HERRERA RODRIGUEZ
MIRA + DIGNIDAD Y COMPROMISO,CLAUDIA LILIANA SUAREZ PINTO
MIRA + DIGNIDAD Y COMPROMISO,CAMILO ALBERTO ENCISO VANEGAS
MIRA + DIGNIDAD Y COMPROMISO,ANDRES FELIPE SALCEDO PINZON
MIRA + DIGNIDAD Y COMPROMISO,SANDRA MILENA JIMENEZ MENDEZ
MIRA + DIGNIDAD Y COMPROMISO,BRAYAN SEBASTIAN AVILA MUNAR
MIRA + DIGNIDAD Y COMPROMISO,LUIS ORLANDO LENIS ARIZA
MIRA + DIGNIDAD Y COMPROMISO,JUAN PABLO ESTUPIÑAN MORA
MIRA + DIGNIDAD Y COMPROMISO,DAGOBERTO ROJAS BUITRAGO
MIRA + DIGNIDAD Y COMPROMISO,LUZ ANGELA RINCON SANCHEZ
MIRA + DIGNIDAD Y COMPROMISO,DAVID ANDRES SILVA PRADA
MIRA + DIGNIDAD Y COMPROMISO,LUCY MOLANO RODRIGUEZ
MIRA + DIGNIDAD Y COMPROMISO,DANIEL MARTINEZ OSORIO
MIRA + DIGNIDAD Y COMPROMISO,ENRIQUE BELTRAN PARDO
MIRA + DIGNIDAD Y COMPROMISO,GONZALO GUZMAN NARANJO
MIRA + DIGNIDAD Y COMPROMISO,PEDRO ALEJANDRO BASTOS RODRIGUEZ
MIRA + DIGNIDAD Y COMPROMISO,WILLIAM ANDRES SANABRIA ALVAREZ
MIRA + DIGNIDAD Y COMPROMISO,MARIA DEL PILAR GARCIA GUTIERREZ
PARTIDO NUEVO LIBERALISMO,JOSE DAVID CASTELLANOS ORJUELA
PARTIDO NUEVO LIBERALISMO,JUAN PABLO CAMACHO LOPEZ
PARTIDO NUEVO LIBERALISMO,JUAN DAVID ARISTIZABAL OSPINA
PARTIDO NUEVO LIBERALISMO,JULIA MIRANDA LONDOÑO
PARTIDO NUEVO LIBERALISMO,GERMAN RICAURTE CAMARGO
PARTIDO NUEVO LIBERALISMO,LUIS ALEXANDER PEÑA CADENA
PARTIDO NUEVO LIBERALISMO,JULIETH PAOLA RINCON GARZON
PARTIDO NUEVO LIBERALISMO,NASLY YUCELY QUINTERO PERDOMO
PARTIDO NUEVO LIBERALISMO,JOSE NEFTALI ACUÑA BAYONA
PARTIDO NUEVO LIBERALISMO,GONZALO VALBUENA OÑATE
PARTIDO NUEVO LIBERALISMO,YEIMY CAROLINA AGUDELO HERNANDEZ
PARTIDO NUEVO LIBERALISMO,PEDRO NEL OSPINA SANTAMARIA
PARTIDO NUEVO LIBERALISMO,KEVINN HELBERTH BERNAL HERRERA
PARTIDO NUEVO LIBERALISMO,TATIANA JARAMILLO CUBILLOS
PARTIDO NUEVO LIBERALISMO,CLARITA MERCEDES CHAVES QUINTERO
PARTIDO NUEVO LIBERALISMO,JUAN JOSE RAMIREZ CIFUENTES
PARTIDO NUEVO LIBERALISMO,JULIA MARLEN BARRANTES COBOS
PARTIDO NUEVO LIBERALISMO,EVERT RENGIFO HERNANDEZ
BOGOTÁ ENTRE TODOS,ADRIANA CAROLINA ARBELAEZ GIRALDO
BOGOTÁ ENTRE TODOS,RICARDO ARIAS MACIAS
BOGOTÁ ENTRE TODOS,YASIR ENRIQUE ANAYA VILLAMIL
BOGOTÁ ENTRE TODOS,MELITON ANDRES SANCHEZ VILLAMIL
BOGOTÁ ENTRE TODOS,RODOLFO CARO POVEDA
BOGOTÁ ENTRE TODOS,DIEGO ALFONSO CARO PORRAS
BOGOTÁ ENTRE TODOS,MARIA ALEJANDRA PAEZ PORRAS
BOGOTÁ ENTRE TODOS,ANGELICA GIOVANNA NARVAEZ GARCIA
BOGOTÁ ENTRE TODOS,MARIA EUGENIA ACOSTA PALMERA
BOGOTÁ ENTRE TODOS,CAMILA MORENO PULIDO
BOGOTÁ ENTRE TODOS,GERARDO ENRIQUE SANCHEZ LAGUNA
BOGOTÁ ENTRE TODOS,JUAN CARLOS CARVAJAL CALDERON
BOGOTÁ ENTRE TODOS,CARLOS ANDRES TELLEZ CARANTON
BOGOTÁ ENTRE TODOS,MARIA PAULA JIMENEZ GOMEZ
BOGOTÁ ENTRE TODOS,MIGUEL ANGEL OLARTE CAMPOS
BOGOTÁ ENTRE TODOS,MARTA XIMENA OCHOA SANCHEZ
BOGOTÁ ENTRE TODOS,WALTER ANTONIO GRANADOS MONSALVE
BOGOTÁ ENTRE TODOS,CLAUDIA PASTORA SANDOVAL JAIMES
PARTIDO CONSERVADOR COLOMBIANO,IVAN GUTIERREZ RODRIGUEZ
PARTIDO CONSERVADOR COLOMBIANO,DAVID JOSE VALENCIA CAMPO
PARTIDO CONSERVADOR COLOMBIANO,NELSON ENRIQUE CUBIDES SALAZAR
PARTIDO CONSERVADOR COLOMBIANO,RAFAEL ALBERTO ESCRUCERIA LORZA
PARTIDO CONSERVADOR COLOMBIANO,MARCO FIDEL RAMIREZ ANTONIO
PARTIDO CONSERVADOR COLOMBIANO,ROGER JOSE CARRILLO CAMPO
PARTIDO CONSERVADOR COLOMBIANO,CARLOS JAVIER SOLER PARRA
PARTIDO CONSERVADOR COLOMBIANO,JUAN SEBASTIAN JIMENEZ MARTINEZ
PARTIDO CONSERVADOR COLOMBIANO,JORGE ENRIQUE CASTILLO LATORRE
PARTIDO CONSERVADOR COLOMBIANO,CARLOS ALIRIO BALLEN PAVA
PARTIDO CONSERVADOR COLOMBIANO,ANDREAS MARIANO ALTHOFF OSPINA
PARTIDO CONSERVADOR COLOMBIANO,MARTHA LUCIA TRIBIN CARDENAS
PARTIDO CONSERVADOR COLOMBIANO,CAROLINA GONZALEZ GUTIERREZ
PARTIDO CONSERVADOR COLOMBIANO,ERIKA VANESSA SALAMANCA TRUJILLO
PARTIDO CONSERVADOR COLOMBIANO,MONICA LILIANA SANDOVAL JIMENEZ
PARTIDO CONSERVADOR COLOMBIANO,LUCIA GRANADOS AVILA
PARTIDO CONSERVADOR COLOMBIANO,WILMER ALBERTO SANCHEZ ROJAS
PARTIDO CONSERVADOR COLOMBIANO,YAMILE GAONA AMADO
LA LISTA DE OVIEDO - CON TODA POR BOGOTÁ,PAULA ALEJANDRA MORENO VILLALOBOS
LA LISTA DE OVIEDO - CON TODA POR BOGOTÁ,ANTONIO PERRY SAENZ
LA LISTA DE OVIEDO - CON TODA POR BOGOTÁ,CARLOS EDUARDO FORERO PALOMINO
MOTOCICLISTAS Y CONDUCTORES UNIDOS POR LA CAUSA,DIANA JAZMIN CRISTIANO CRISTIANO
MOTOCICLISTAS Y CONDUCTORES UNIDOS POR LA CAUSA,JORGE ANDRES MORELO MARTINEZ
MOTOCICLISTAS Y CONDUCTORES UNIDOS POR LA CAUSA,DAVID ENRIQUE NOVOA BERNAL
MOTOCICLISTAS Y CONDUCTORES UNIDOS POR LA CAUSA,ORLANDO DE JESUS PARRA ZUÑIGA
MOTOCICLISTAS Y CONDUCTORES UNIDOS POR LA CAUSA,ALAIN RODRIGUEZ MARTINEZ
